# source, target, _graphml_edge_id, bridge, crs, geometry, highway, lanes, length, name, oneway, osmid, ref, simplified, streets_per_node
104,340,0,,,"LINESTRING (-85.259118 31.553412, -85.258905 31.553086, -85.25882900000001 31.552954, -85.258821 31.552813, -85.258917 31.552698, -85.259145 31.552612, -85.26036499999999 31.55227, -85.260609 31.552209, -85.260694 31.5522, -85.260778 31.552201, -85.260859 31.552217, -85.260931 31.552253, -85.261036 31.552354)",residential,,305.5160000000001,Mc Clendon Drive,False,7716668,,,
104,340,1,,,"LINESTRING (-85.259118 31.553412, -85.25917099999999 31.553386, -85.259254 31.553362, -85.25942499999999 31.553339, -85.259855 31.553344, -85.26011 31.553331, -85.260272 31.553289, -85.260479 31.553159, -85.260912 31.552806, -85.26101 31.552687, -85.261064 31.552549, -85.261067 31.552476, -85.261036 31.552354)",residential,,246.99399999999997,Mc Clendon Drive,False,7716668,,,
104,164,0,,,"LINESTRING (-85.259118 31.553412, -85.259017 31.553457, -85.2582 31.553862, -85.258124 31.55389, -85.25806300000001 31.553923)",residential,,115.05200000000002,Mc Clendon Drive,False,7716668,,,
105,106,0,,,"LINESTRING (-85.263514 31.555789, -85.26334199999999 31.55562, -85.263188 31.555299, -85.263143 31.554884, -85.26305499999999 31.554545, -85.262923 31.554375, -85.262615 31.554092)",residential,,213.969,,False,7711845,,,
105,107,0,,,"LINESTRING (-85.263514 31.555789, -85.262704 31.556002, -85.262623 31.556022)",secondary,,88.312,Ozark Road,False,7716716,SR 27,,
105,314,0,,,"LINESTRING (-85.263514 31.555789, -85.263927 31.55568, -85.264584 31.55551, -85.265607 31.555246, -85.2663 31.555063, -85.267528 31.554742, -85.268264 31.554542, -85.268747 31.554399, -85.269035 31.554296)",secondary,,549.004,Ozark Road,False,7716716,SR 27,,
106,105,0,,,"LINESTRING (-85.262615 31.554092, -85.262923 31.554375, -85.26305499999999 31.554545, -85.263143 31.554884, -85.263188 31.555299, -85.26334199999999 31.55562, -85.263514 31.555789)",residential,,213.96900000000002,,False,7711845,,,
107,108,0,,,,residential,,95.583,,False,7711848,,,
107,109,0,,,"LINESTRING (-85.262623 31.556022, -85.26221200000001 31.556125, -85.261563 31.556302, -85.26140700000001 31.556342)",secondary,,120.596,Ozark Road,False,7716716,SR 27,,
107,105,0,,,"LINESTRING (-85.262623 31.556022, -85.262704 31.556002, -85.263514 31.555789)",secondary,,88.312,Ozark Road,False,7716716,SR 27,,
108,107,0,,,,residential,,95.583,,False,7711848,,,
109,110,0,,,,residential,,105.926,,False,7711850,,,
109,184,0,,,"LINESTRING (-85.26140700000001 31.556342, -85.26107399999999 31.556428, -85.260837 31.556493)",secondary,,56.561,Ozark Road,False,7716716,SR 27,,
109,107,0,,,"LINESTRING (-85.26140700000001 31.556342, -85.261563 31.556302, -85.26221200000001 31.556125, -85.262623 31.556022)",secondary,,120.59599999999999,Ozark Road,False,7716716,SR 27,,
110,109,0,,,,residential,,105.926,,False,7711850,,,
111,157,0,,,,residential,,9.324,West Clendinen Street,False,7712240,,,
112,165,0,,,,residential,,38.522,Briarhill Road,False,7712426,,,
112,113,0,,,"LINESTRING (-85.25836 31.555113, -85.258273 31.55509, -85.25816500000001 31.555042, -85.258087 31.554974, -85.258009 31.554838)",residential,,47.578,,False,7711920,,,
112,166,0,,,"LINESTRING (-85.25836 31.555113, -85.258381 31.555203, -85.258484 31.555554, -85.258588 31.555857)",residential,,85.538,Briarhill Road,False,7712426,,,
113,112,0,,,"LINESTRING (-85.258009 31.554838, -85.258087 31.554974, -85.25816500000001 31.555042, -85.258273 31.55509, -85.25836 31.555113)",residential,,47.578,,False,7711920,,,
113,175,0,,,"LINESTRING (-85.258009 31.554838, -85.256923 31.555116, -85.25569400000001 31.555444, -85.255281 31.555543, -85.255154 31.555583)",residential,,282.956,Martinson Drive,False,7713252,,,
113,165,0,,,"LINESTRING (-85.258009 31.554838, -85.25806900000001 31.554823, -85.25828199999999 31.554773)",residential,,26.859,Martinson Drive,False,7713252,,,
114,115,0,,,,residential,,26.475,,False,7711927,,,
114,136,0,,,"LINESTRING (-85.280534 31.579218, -85.28060600000001 31.579226, -85.280794 31.579263, -85.28103900000001 31.579256)",residential,,48.378,County Road 45,False,7712783,,,
114,235,0,yes,,"LINESTRING (-85.280534 31.579218, -85.28057200000001 31.578587, -85.280624 31.577489, -85.280629 31.577269, -85.28065340000001 31.5769213, -85.2806712 31.5761089, -85.2807 31.575504, -85.28072299999999 31.574742)",trunk,2,498.075,,True,"[385169185, 385169187, 136667270]",US 431,,
115,114,0,,,,residential,,26.475,,False,7711927,,,
115,269,0,,,"LINESTRING (-85.280261 31.579167, -85.28019500000001 31.579899, -85.28015000000001 31.580335, -85.28009900000001 31.580773, -85.280036 31.581211, -85.279929 31.581864, -85.279766 31.582735, -85.27969 31.583093)",trunk,2,440.155,,True,385169184,US 431,,
116,117,0,,,"LINESTRING (-85.283646 31.55081, -85.28361700000001 31.550605, -85.283619 31.55053, -85.283629 31.55046, -85.28369000000001 31.550409, -85.28375699999999 31.550364, -85.283821 31.550314, -85.283936 31.550208, -85.28401100000001 31.550173, -85.28408899999999 31.550199)",residential,,95.643,,False,7711930,,,
116,16,0,,,"LINESTRING (-85.283646 31.55081, -85.28338100000001 31.55082, -85.283125 31.550817, -85.282978 31.550812, -85.282522 31.550806, -85.282335 31.5508, -85.282106 31.550792, -85.281594 31.550788, -85.28133800000001 31.550791, -85.280914 31.550813, -85.280574 31.550843, -85.280235 31.550884, -85.279899 31.550938, -85.279399 31.551033, -85.279073 31.551113, -85.277522 31.551523, -85.27735800000001 31.551564)",secondary,,607.025,,False,7714648,SR 27,,
116,119,0,,,"LINESTRING (-85.283646 31.55081, -85.28380799999999 31.550804, -85.283995 31.550805)",secondary,,33.085,,False,7714648,SR 27,,
117,116,0,,,"LINESTRING (-85.28408899999999 31.550199, -85.28401100000001 31.550173, -85.283936 31.550208, -85.283821 31.550314, -85.28375699999999 31.550364, -85.28369000000001 31.550409, -85.283629 31.55046, -85.283619 31.55053, -85.28361700000001 31.550605, -85.283646 31.55081)",residential,,95.643,,False,7711930,,,
118,284,0,,,"LINESTRING (-85.284311 31.551215, -85.28389799999999 31.552213, -85.282961 31.554494)",trunk,2,386.39799999999997,,True,137554174,US 431,,
119,148,0,,,,secondary,,22.269,,False,7714648,SR 27,,
119,118,0,,,"LINESTRING (-85.283995 31.550805, -85.284114 31.550925, -85.28419599999999 31.551022, -85.284311 31.551215)",trunk_link,,54.831999999999994,,True,7711935,,,
119,116,0,,,"LINESTRING (-85.283995 31.550805, -85.28380799999999 31.550804, -85.283646 31.55081)",secondary,,33.085,,False,7714648,SR 27,,
120,282,0,,,,secondary,,29.648,,False,7714648,SR 27,,
120,122,0,,,,secondary,,11.087,,False,7714648,SR 27,,
121,120,0,,,"LINESTRING (-85.284638 31.551124, -85.284953 31.55093, -85.28507399999999 31.550849)",trunk_link,,51.408,,True,7711936,,,
121,282,0,,,"LINESTRING (-85.284638 31.551124, -85.284706 31.550971, -85.284762 31.550829)",trunk,2,34.85,,True,136667270,US 431,,
122,120,0,,,,secondary,,11.087,,False,7714648,SR 27,,
122,123,0,,,"LINESTRING (-85.285191 31.550849, -85.28502400000001 31.550742, -85.284978 31.550686, -85.284953 31.550625, -85.28494000000001 31.550412)",trunk_link,,58.300999999999995,,True,7711937,,,
122,221,0,,,"LINESTRING (-85.285191 31.550849, -85.285663 31.550876, -85.28600400000001 31.55088, -85.286517 31.55089, -85.28702699999999 31.550883, -85.28719700000001 31.550877, -85.28753500000001 31.550851, -85.287702 31.55083, -85.287869 31.550803, -85.288118 31.550755, -85.28828300000001 31.550718, -85.288445 31.550675, -85.288764 31.550572, -85.289072 31.550447, -85.289221 31.550379, -85.289367 31.550304, -85.289509 31.550223, -85.289781 31.550049, -85.290003 31.5498594, -85.2902874 31.5496606, -85.290525 31.549438)",secondary,,554.2570000000001,,False,7714648,SR 27,,
124,17,0,,,"LINESTRING (-85.27625399999999 31.551189, -85.27633899999999 31.551164, -85.276989 31.55098, -85.277142 31.550946)",residential,,88.406,,False,7711938,,,
125,126,0,,,"LINESTRING (-85.276291 31.551846, -85.276233 31.551729, -85.276264 31.551652, -85.27634399999999 31.551618, -85.276427 31.551602, -85.277006 31.551453, -85.277102 31.551448, -85.27719500000001 31.551612)",residential,,126.389,,False,7711941,,,
125,126,1,,,"LINESTRING (-85.276291 31.551846, -85.27695 31.551672, -85.27719500000001 31.551612)",secondary,,89.528,,False,7714648,SR 27,,
125,85,0,,,"LINESTRING (-85.276291 31.551846, -85.276026 31.551919, -85.275683 31.552003)",secondary,,60.207,,False,7714648,SR 27,,
126,125,0,,,"LINESTRING (-85.27719500000001 31.551612, -85.277102 31.551448, -85.277006 31.551453, -85.276427 31.551602, -85.27634399999999 31.551618, -85.276264 31.551652, -85.276233 31.551729, -85.276291 31.551846)",residential,,126.389,,False,7711941,,,
126,125,1,,,"LINESTRING (-85.27719500000001 31.551612, -85.27695 31.551672, -85.276291 31.551846)",secondary,,89.528,,False,7714648,SR 27,,
126,16,0,,,"LINESTRING (-85.27719500000001 31.551612, -85.277278 31.551585, -85.27735800000001 31.551564)",secondary,,16.35,,False,7714648,SR 27,,
127,55,0,,,,residential,,29.958,Bland Avenue,False,7712388,,,
128,78,0,,,,residential,,9.591,,False,7711972,,,
129,130,0,,,,residential,,19.7,,False,7711975,,,
130,131,0,,,,residential,,23.139,,False,7711975,,,
130,129,0,,,,residential,,19.7,,False,7711975,,,
130,287,0,,,"LINESTRING (-85.248749 31.561975, -85.24866299999999 31.561977, -85.24840399999999 31.561965, -85.248243 31.561964)",residential,,47.982000000000006,Racetrack Road,False,7714171,,,
131,130,0,,,,residential,,23.139,,False,7711975,,,
132,133,0,,,"LINESTRING (-85.26506000000001 31.579478, -85.26462100000001 31.579228, -85.2645 31.579152)",residential,,64.263,,False,7711999,,,
132,133,1,,,"LINESTRING (-85.26506000000001 31.579478, -85.264942 31.579625, -85.26445699999999 31.580138, -85.26434399999999 31.580248, -85.26428 31.580296, -85.264195 31.580307, -85.26412000000001 31.580271, -85.26407399999999 31.580209, -85.263997 31.580078, -85.263955 31.579936, -85.26394999999999 31.579863, -85.263969 31.579793, -85.26401799999999 31.579731, -85.264121 31.579615, -85.26437 31.579317, -85.2645 31.579152)",residential,,277.781,Roberts Trlr Pk Road,False,7715427,,,
132,254,0,,,"LINESTRING (-85.26506000000001 31.579478, -85.265146 31.579402, -85.26519399999999 31.579338, -85.265629 31.578889, -85.265888 31.578597, -85.266125 31.578291, -85.26617 31.578228, -85.266266 31.578113)",residential,,190.271,Roberts Trlr Pk Road,False,7715427,,,
133,132,0,,,"LINESTRING (-85.2645 31.579152, -85.26462100000001 31.579228, -85.26506000000001 31.579478)",residential,,64.263,,False,7711999,,,
133,132,1,,,"LINESTRING (-85.2645 31.579152, -85.26437 31.579317, -85.264121 31.579615, -85.26401799999999 31.579731, -85.263969 31.579793, -85.26394999999999 31.579863, -85.263955 31.579936, -85.263997 31.580078, -85.26407399999999 31.580209, -85.26412000000001 31.580271, -85.264195 31.580307, -85.26428 31.580296, -85.26434399999999 31.580248, -85.26445699999999 31.580138, -85.264942 31.579625, -85.26506000000001 31.579478)",residential,,277.78100000000006,Roberts Trlr Pk Road,False,7715427,,,
133,253,0,,,"LINESTRING (-85.2645 31.579152, -85.264585 31.579041, -85.26483 31.578738, -85.265517 31.577983, -85.265658 31.577825)",residential,,183.942,Roberts Trlr Pk Road,False,7715427,,,
134,135,0,,,"LINESTRING (-85.273258 31.552682, -85.273425 31.552929, -85.27372099999999 31.553458, -85.273793 31.553592, -85.273858 31.553728, -85.273877 31.553802, -85.27386799999999 31.553881)",residential,,146.83100000000002,,False,7712002,,,
134,314,0,,,"LINESTRING (-85.273258 31.552682, -85.27303499999999 31.552744, -85.27256199999999 31.552911, -85.272094 31.553093, -85.270466 31.553751, -85.270236 31.553848, -85.27000099999999 31.553941, -85.269369 31.554172, -85.269211 31.554228, -85.269133 31.554252, -85.269035 31.554296)",secondary,,438.81699999999995,,False,7714648,SR 27,,
134,85,0,,,"LINESTRING (-85.273258 31.552682, -85.273436 31.55263, -85.273678 31.552552, -85.273921 31.552481, -85.274654 31.552279, -85.2749 31.552218, -85.275391 31.552087, -85.275683 31.552003)",secondary,,241.91799999999998,,False,7714648,SR 27,,
135,134,0,,,"LINESTRING (-85.27386799999999 31.553881, -85.273877 31.553802, -85.273858 31.553728, -85.273793 31.553592, -85.27372099999999 31.553458, -85.273425 31.552929, -85.273258 31.552682)",residential,,146.83100000000002,,False,7712002,,,
135,135,0,,,"LINESTRING (-85.27386799999999 31.553881, -85.27376700000001 31.553963, -85.273071 31.554306, -85.27298 31.554399, -85.27296800000001 31.554495, -85.273027 31.554584, -85.273157 31.554627, -85.273295 31.554635, -85.27344100000001 31.554612, -85.27352 31.554558, -85.273591 31.554454, -85.27365399999999 31.554316, -85.273751 31.554156, -85.273826 31.554, -85.27386799999999 31.553881)",residential,,257.38300000000004,,False,7712006,,,
135,135,1,,,"LINESTRING (-85.27386799999999 31.553881, -85.273826 31.554, -85.273751 31.554156, -85.27365399999999 31.554316, -85.273591 31.554454, -85.27352 31.554558, -85.27344100000001 31.554612, -85.273295 31.554635, -85.273157 31.554627, -85.273027 31.554584, -85.27296800000001 31.554495, -85.27298 31.554399, -85.273071 31.554306, -85.27376700000001 31.553963, -85.27386799999999 31.553881)",residential,,257.383,,False,7712006,,,
136,137,0,,,"LINESTRING (-85.28103900000001 31.579256, -85.280973 31.57947, -85.28086999999999 31.579672, -85.280798 31.579809)",residential,,65.783,,False,7712011,,,
136,114,0,,,"LINESTRING (-85.28103900000001 31.579256, -85.280794 31.579263, -85.28060600000001 31.579226, -85.280534 31.579218)",residential,,48.378,County Road 45,False,7712783,,,
136,219,0,,,"LINESTRING (-85.28103900000001 31.579256, -85.281071 31.579221, -85.281204 31.579, -85.28181600000001 31.577783, -85.28233 31.576775, -85.282552 31.57638, -85.282634 31.576252, -85.28280700000001 31.576003, -85.282921 31.575858)",residential,,418.465,County Road 45,False,7712783,,,
137,136,0,,,"LINESTRING (-85.280798 31.579809, -85.28086999999999 31.579672, -85.280973 31.57947, -85.28103900000001 31.579256)",residential,,65.783,,False,7712011,,,
138,139,0,,,,residential,,276.631,,False,7712028,,,
138,331,0,,,"LINESTRING (-85.22923 31.542693, -85.22967199999999 31.543737, -85.23014000000001 31.544833)",tertiary,,253.10199999999998,Henry County 53,False,7715894,,,
138,28,0,,,"LINESTRING (-85.22923 31.542693, -85.228916 31.541953, -85.228809 31.541712)",tertiary,,116.152,Henry County 53,False,7715894,,,
139,138,0,,,,residential,,276.631,,False,7712028,,,
140,141,0,,,"LINESTRING (-85.260921 31.576737, -85.260553 31.576973, -85.26034199999999 31.577236, -85.260043 31.577485, -85.259934 31.577873, -85.26002 31.578119, -85.25995399999999 31.57841)",residential,,224.52499999999998,,False,7712042,,,
140,240,0,,,"LINESTRING (-85.260921 31.576737, -85.26118200000001 31.576725, -85.26204 31.576703, -85.26229499999999 31.576687, -85.262377 31.576674, -85.26254 31.576626, -85.262711 31.576503)",residential,,175.739,M L Tillis Drive,False,7713004,,,
140,209,0,,,"LINESTRING (-85.260921 31.576737, -85.260666 31.576748, -85.260498 31.576721, -85.26035400000001 31.576643, -85.260234 31.576537, -85.25996499999999 31.576254, -85.259687 31.575972, -85.259401 31.575697, -85.25896 31.57525, -85.258899 31.575178)",residential,,270.022,M L Tillis Drive,False,7713004,,,
141,140,0,,,"LINESTRING (-85.25995399999999 31.57841, -85.26002 31.578119, -85.259934 31.577873, -85.260043 31.577485, -85.26034199999999 31.577236, -85.260553 31.576973, -85.260921 31.576737)",residential,,224.52500000000003,,False,7712042,,,
142,143,0,,,,residential,,14.417,,False,7712045,,,
143,144,0,,,,residential,,10.482,,False,7712045,,,
143,142,0,,,,residential,,14.417,,False,7712045,,,
143,160,0,,,"LINESTRING (-85.254603 31.567679, -85.254617 31.567755, -85.254611 31.567828, -85.25461 31.568048, -85.254606 31.568124, -85.254571 31.568195, -85.254487 31.568199, -85.254323 31.56818, -85.25307599999999 31.568149)",residential,,200.018,W College,False,7715593,,,
144,143,0,,,,residential,,10.482,,False,7712045,,,
145,146,0,,,,residential,,82.705,,False,7712065,,,
145,44,0,,,"LINESTRING (-85.26249 31.572437, -85.262536 31.57142, -85.262535 31.571205)",residential,,137.076,Singletary Road,False,7712915,,,
145,233,0,,,"LINESTRING (-85.26249 31.572437, -85.26240900000001 31.574276, -85.262394 31.57468, -85.262381 31.57501, -85.262367 31.57574, -85.262368 31.575961, -85.262359 31.576034, -85.262322 31.576149)",residential,,413.47,Singletary Road,False,7712915,,,
146,145,0,,,,residential,,82.705,,False,7712065,,,
147,148,0,,,,trunk_link,,33.7,,True,7712072,,,
147,283,0,,,,trunk,2,18.806,,True,137554174,US 431,,
148,119,0,,,,secondary,,22.269,,False,7714648,SR 27,,
148,283,0,,,,secondary,,23.711,,False,7714648,SR 27,,
149,150,0,,,"LINESTRING (-85.223179 31.56798, -85.223062 31.568455, -85.22292400000001 31.5691, -85.222887 31.569168, -85.22282 31.569216, -85.22273800000001 31.569237, -85.222652 31.569235, -85.222486 31.569208, -85.222072 31.569131, -85.221656 31.56906, -85.22082 31.568905, -85.220398 31.568838, -85.219554 31.568693, -85.219369 31.568648)",residential,,477.633,,False,7712113,,,
149,102,0,,,"LINESTRING (-85.223179 31.56798, -85.223332 31.568005, -85.224582 31.568236, -85.225083 31.568324, -85.22544600000001 31.568389, -85.225832 31.568459, -85.226586 31.568575, -85.22734699999999 31.568674, -85.228111 31.568749, -85.22966700000001 31.568872, -85.230014 31.5689)",primary,2,656.384,East Washington Street,False,7713131,AL 10,,
149,74,0,,,"LINESTRING (-85.223179 31.56798, -85.222745 31.567899, -85.221408 31.567662, -85.220887 31.567563)",primary,2,222.04600000000002,East Washington Street,False,7713131,AL 10,,
150,149,0,,,"LINESTRING (-85.219369 31.568648, -85.219554 31.568693, -85.220398 31.568838, -85.22082 31.568905, -85.221656 31.56906, -85.222072 31.569131, -85.222486 31.569208, -85.222652 31.569235, -85.22273800000001 31.569237, -85.22282 31.569216, -85.222887 31.569168, -85.22292400000001 31.5691, -85.223062 31.568455, -85.223179 31.56798)",residential,,477.63300000000015,,False,7712113,,,
150,29,0,,,"LINESTRING (-85.219369 31.568648, -85.2193 31.569016, -85.219252 31.569382, -85.219246 31.569748, -85.219281 31.570113, -85.21935499999999 31.570475, -85.21947299999999 31.570828, -85.21960799999999 31.571178, -85.220024 31.572221, -85.220144 31.572573, -85.220224 31.572933, -85.22026099999999 31.573296, -85.22026 31.573663, -85.220226 31.574028, -85.22009199999999 31.574751, -85.22007000000001 31.575119, -85.220108 31.575485, -85.220202 31.575842, -85.220359 31.576186, -85.220569 31.576505, -85.220811 31.576808, -85.221816 31.578, -85.222201 31.578464, -85.222312 31.578598, -85.22255199999999 31.578903, -85.223009 31.579526, -85.223226 31.579843, -85.223405 31.580126, -85.22342999999999 31.580165, -85.223626 31.580491, -85.224588 31.582131, -85.225167 31.583114, -85.22563 31.583904)",residential,,1852.5320000000004,"['Hickory Grove Road', 'County Road 47']",False,"[7714729, 7712901]",,,
150,170,0,,,"LINESTRING (-85.219369 31.568648, -85.219585 31.567565, -85.219646 31.567302)",residential,,151.96099999999998,Hickory Grove Road,False,7714729,,,
151,152,0,,,,residential,,63.689,,False,7712120,,,
152,153,0,,,,residential,,58.252,,False,7712120,,,
152,151,0,,,,residential,,63.689,,False,7712120,,,
152,259,0,,,,residential,,615.208,Field Road,False,7713232,,,
153,152,0,,,,residential,,58.252,,False,7712120,,,
154,155,0,,,,residential,,66.875,,False,7712159,,,
154,87,0,,,"LINESTRING (-85.27785 31.592782, -85.277897 31.592544, -85.27798799999999 31.592109, -85.278611 31.589291, -85.278637 31.589161)",trunk,2,409.48799999999994,,True,7714065,US 431,,
155,154,0,,,,residential,,66.875,,False,7712159,,,
156,178,0,,,,residential,,37.722,Rock Hill,False,7712543,,,
156,157,0,,,"LINESTRING (-85.25440999999999 31.564959, -85.254198 31.564942, -85.25400999999999 31.564927, -85.253815 31.564916, -85.253496 31.564898, -85.25341400000001 31.564889, -85.253289 31.564886)",residential,,106.54899999999999,West Clendinen Street,False,7712239,,,
156,6,0,,,"LINESTRING (-85.25440999999999 31.564959, -85.254525 31.564969, -85.25486600000001 31.564987, -85.255036 31.565004, -85.25512000000001 31.565018, -85.255199 31.565044, -85.255267 31.565086, -85.255323 31.565141, -85.255359 31.565206, -85.255527 31.565773, -85.25556400000001 31.565916, -85.25559 31.565986, -85.25564 31.566048, -85.255713 31.566093, -85.25579999999999 31.566115, -85.255888 31.566122, -85.256061 31.566129, -85.256145 31.566136, -85.25632299999999 31.566134, -85.256579 31.566148, -85.256851 31.566182)",residential,,314.68299999999994,Rock Hill Circle,False,7714619,,,
157,111,0,,,,residential,,9.324,West Clendinen Street,False,7712240,,,
157,156,0,,,"LINESTRING (-85.253289 31.564886, -85.25341400000001 31.564889, -85.253496 31.564898, -85.253815 31.564916, -85.25400999999999 31.564927, -85.254198 31.564942, -85.25440999999999 31.564959)",residential,,106.549,West Clendinen Street,False,7712239,,,
157,187,0,,,"LINESTRING (-85.253289 31.564886, -85.253152 31.564898, -85.25298100000001 31.5649, -85.252554 31.564896, -85.252004 31.564898)",residential,,121.81800000000001,Clendinen Street,False,7714312,,,
157,311,0,,,"LINESTRING (-85.253289 31.564886, -85.25330200000001 31.564729, -85.25332299999999 31.564619)",residential,,29.893,Pine Street,False,7715977,,,
158,159,0,,,"LINESTRING (-85.250542 31.565097, -85.250681 31.5651, -85.250766 31.565097, -85.25102200000001 31.565099, -85.25145000000001 31.565111, -85.251991 31.565133)",residential,,137.375,West Clendinen Street,False,7712242,,,
158,214,0,,,"LINESTRING (-85.250542 31.565097, -85.250535 31.56537, -85.25048 31.566614, -85.250449 31.56738)",secondary,,254.01500000000001,Kirkland Street,False,7712726,SR 27,,
158,205,0,,,"LINESTRING (-85.250542 31.565097, -85.250547 31.565004, -85.25057 31.564419, -85.250585 31.5642, -85.250607 31.564055, -85.25064 31.563912, -85.250685 31.563772, -85.250737 31.563635, -85.25082399999999 31.563458)",secondary,,185.783,Kirkland Street,False,7712726,SR 27,,
158,266,0,,,"LINESTRING (-85.250542 31.565097, -85.25042500000001 31.565101, -85.249314 31.565064, -85.248977 31.565036, -85.248896 31.565034, -85.248808 31.565026)",residential,,164.576,East Clendinen Street,False,7713369,,,
159,53,0,,,,residential,,117.284,Trawick Street,False,7712596,,,
159,187,0,,,,residential,,26.16,Trawick Street,False,7712596,,,
159,158,0,,,"LINESTRING (-85.251991 31.565133, -85.25145000000001 31.565111, -85.25102200000001 31.565099, -85.250766 31.565097, -85.250681 31.5651, -85.250542 31.565097)",residential,,137.375,West Clendinen Street,False,7712242,,,
160,55,0,,,"LINESTRING (-85.25307599999999 31.568149, -85.253052 31.568517, -85.25300799999999 31.569026, -85.253058 31.569082, -85.25314299999999 31.569103, -85.253229 31.569113, -85.253658 31.569121, -85.254518 31.569124, -85.255124 31.56911, -85.255172 31.569178, -85.255174 31.569252, -85.255169 31.569326)",residential,,327.025,Bland Avenue,False,7712388,,,
160,143,0,,,"LINESTRING (-85.25307599999999 31.568149, -85.254323 31.56818, -85.254487 31.568199, -85.254571 31.568195, -85.254606 31.568124, -85.25461 31.568048, -85.254611 31.567828, -85.254617 31.567755, -85.254603 31.567679)",residential,,200.018,W College,False,7715593,,,
160,47,0,,,"LINESTRING (-85.25307599999999 31.568149, -85.252605 31.568137, -85.251856 31.568106)",residential,,115.687,W College,False,7715593,,,
161,162,0,,,"LINESTRING (-85.24407100000001 31.559531, -85.244028 31.559473, -85.24393000000001 31.559461, -85.243883 31.559492, -85.24391300000001 31.55958, -85.244015 31.559683, -85.244072 31.559805, -85.244112 31.559925, -85.24422800000001 31.559997, -85.244319 31.560017)",residential,,98.78999999999999,Lane Road,False,7712423,,,
161,162,1,,,"LINESTRING (-85.24407100000001 31.559531, -85.24408 31.559613, -85.24412 31.559678, -85.244319 31.560017)",residential,,59.467,Lapine Drive,False,7715624,,,
161,272,0,,,"LINESTRING (-85.24407100000001 31.559531, -85.24413199999999 31.559479, -85.244293 31.559423, -85.244495 31.559362, -85.244696 31.559302, -85.244936 31.559225, -85.24508400000001 31.559182)",residential,,104.251,Lapine Drive,False,7715624,,,
162,161,0,,,"LINESTRING (-85.244319 31.560017, -85.24422800000001 31.559997, -85.244112 31.559925, -85.244072 31.559805, -85.244015 31.559683, -85.24391300000001 31.55958, -85.243883 31.559492, -85.24393000000001 31.559461, -85.244028 31.559473, -85.24407100000001 31.559531)",residential,,98.79,Lane Road,False,7712423,,,
162,161,1,,,"LINESTRING (-85.244319 31.560017, -85.24412 31.559678, -85.24408 31.559613, -85.24407100000001 31.559531)",residential,,59.467000000000006,Lapine Drive,False,7715624,,,
162,326,0,,,"LINESTRING (-85.244319 31.560017, -85.244387 31.560134, -85.24442000000001 31.560202, -85.244429 31.560273, -85.24438600000001 31.560335, -85.244062 31.560574, -85.243605 31.560901, -85.243499 31.560986)",residential,,149.586,Lapine Drive,False,7715624,,,
163,169,0,,,,residential,,4.893,Ward Drive,False,7712537,,,
163,164,0,,,"LINESTRING (-85.255152 31.553555, -85.255821 31.553586, -85.25624999999999 31.553599, -85.257109 31.553615, -85.257538 31.553635, -85.25770900000001 31.553661, -85.25787 31.553721, -85.257938 31.55377, -85.257988 31.553825, -85.25806300000001 31.553923)",residential,,288.58,Briarhill Road,False,7712426,,,
163,175,0,,,"LINESTRING (-85.255152 31.553555, -85.25514800000001 31.553785, -85.255122 31.554151, -85.255089 31.554884, -85.25506300000001 31.555248, -85.255067 31.555395, -85.255087 31.555468, -85.255123 31.555537, -85.255154 31.555583)",residential,,227.447,Ward Drive,False,7712537,,,
164,165,0,,,"LINESTRING (-85.25806300000001 31.553923, -85.25811299999999 31.554056, -85.258262 31.554701, -85.25828199999999 31.554773)",residential,,96.853,Briarhill Road,False,7712426,,,
164,163,0,,,"LINESTRING (-85.25806300000001 31.553923, -85.257988 31.553825, -85.257938 31.55377, -85.25787 31.553721, -85.25770900000001 31.553661, -85.257538 31.553635, -85.257109 31.553615, -85.25624999999999 31.553599, -85.255821 31.553586, -85.255152 31.553555)",residential,,288.58,Briarhill Road,False,7712426,,,
164,104,0,,,"LINESTRING (-85.25806300000001 31.553923, -85.258124 31.55389, -85.2582 31.553862, -85.259017 31.553457, -85.259118 31.553412)",residential,,115.05200000000002,Mc Clendon Drive,False,7716668,,,
165,112,0,,,,residential,,38.522,Briarhill Road,False,7712426,,,
165,164,0,,,"LINESTRING (-85.25828199999999 31.554773, -85.258262 31.554701, -85.25811299999999 31.554056, -85.25806300000001 31.553923)",residential,,96.853,Briarhill Road,False,7712426,,,
165,113,0,,,"LINESTRING (-85.25828199999999 31.554773, -85.25806900000001 31.554823, -85.258009 31.554838)",residential,,26.859,Martinson Drive,False,7713252,,,
166,167,0,,,"LINESTRING (-85.258588 31.555857, -85.258726 31.556254, -85.25885599999999 31.556605, -85.258928 31.556813, -85.25898100000001 31.556981)",residential,,130.425,Briarhill Road,False,7712426,,,
166,112,0,,,"LINESTRING (-85.258588 31.555857, -85.258484 31.555554, -85.258381 31.555203, -85.25836 31.555113)",residential,,85.53800000000001,Briarhill Road,False,7712426,,,
166,176,0,,,"LINESTRING (-85.258588 31.555857, -85.258208 31.555951, -85.257795 31.556044, -85.25739 31.556157, -85.255752 31.556585, -85.25556 31.556629)",residential,,299.52299999999997,Mc Swean Drive,False,7713167,,,
