# source, target, _graphml_edge_id, bridge, crs, geometry, highway, lanes, length, name, oneway, osmid, ref, simplified, streets_per_node
270,248,0,,,"LINESTRING (-85.244559 31.576249, -85.244603 31.576188, -85.245071 31.575483, -85.24549399999999 31.574844, -85.246358 31.573578, -85.24748099999999 31.572016, -85.24765600000001 31.571764, -85.24769499999999 31.571697, -85.247833 31.571508)",secondary,,611.74,,False,7713469,AL 95,,
270,324,0,,,"LINESTRING (-85.244559 31.576249, -85.243894 31.576442, -85.243469 31.576489, -85.24278200000001 31.576531)",residential,,172.399,Holmes Drive,False,7715425,,,
271,42,0,,,"LINESTRING (-85.23439 31.592819, -85.234521 31.593335, -85.23455800000001 31.593464, -85.234925 31.594757, -85.235426 31.596543, -85.235547 31.59697, -85.235597 31.597115)",secondary,,491.219,,False,6226116,AL 95,,
271,231,0,,,"LINESTRING (-85.23439 31.592819, -85.23437699999999 31.592762, -85.234352 31.592588)",secondary,,25.949,,False,6226116,AL 95,,
272,308,0,,,"LINESTRING (-85.24508400000001 31.559182, -85.245187 31.559168, -85.246216 31.55918, -85.246368 31.55919, -85.246381 31.559312, -85.246365 31.559602, -85.246341 31.560333, -85.24632800000001 31.560868)",residential,,308.555,"['La Pine Drive', 'Martin Drive']",False,"[7713672, 7715174]",,,
272,294,0,,,"LINESTRING (-85.24508400000001 31.559182, -85.245054 31.559805, -85.245074 31.560025, -85.245099 31.560173, -85.245204 31.560531, -85.24534 31.560956, -85.245386 31.561057)",residential,,212.557,Snead Drive,False,7714347,,,
272,161,0,,,"LINESTRING (-85.24508400000001 31.559182, -85.244936 31.559225, -85.244696 31.559302, -85.244495 31.559362, -85.244293 31.559423, -85.24413199999999 31.559479, -85.24407100000001 31.559531)",residential,,104.25099999999999,Lapine Drive,False,7715624,,,
273,227,0,,,"LINESTRING (-85.23719699999999 31.565542, -85.23720299999999 31.565367, -85.23719800000001 31.565075, -85.237238 31.56397, -85.23726000000001 31.563666)",residential,,208.736,Bryant Street,False,7713796,,,
274,176,0,,,"LINESTRING (-85.25625100000001 31.557747, -85.25613800000001 31.557552, -85.255954 31.557219, -85.255723 31.556825, -85.255689 31.556761, -85.25556 31.556629)",residential,,140.99599999999998,Julia Drive,False,7713861,,,
274,349,0,,,"LINESTRING (-85.25625100000001 31.557747, -85.25602600000001 31.557848, -85.255731 31.557995, -85.255447 31.558157, -85.255312 31.558244, -85.255049 31.558428, -85.254801 31.55863, -85.25456699999999 31.558841, -85.254458 31.558953, -85.254302 31.559129, -85.254154 31.559308, -85.254018 31.559493, -85.253767 31.559876, -85.253688 31.560005, -85.25364500000001 31.560065, -85.253609 31.560131)",secondary,,372.12000000000006,Ozark Road,False,7716716,SR 27,,
274,317,0,,,"LINESTRING (-85.25625100000001 31.557747, -85.256484 31.557659, -85.25672299999999 31.55758, -85.256964 31.557506, -85.25793899999999 31.557242, -85.258128 31.557199)",secondary,,188.179,Ozark Road,False,7716716,SR 27,,
275,238,0,,,"LINESTRING (-85.239493 31.567233, -85.23957900000001 31.567222, -85.239914 31.567224, -85.2402 31.567211)",residential,,67.113,Crawford Street,False,7713869,,,
276,277,0,,,"LINESTRING (-85.241928 31.567061, -85.2423 31.567099, -85.242634 31.567122)",residential,,67.243,Crawford Street,False,7713869,,,
276,238,0,,,"LINESTRING (-85.241928 31.567061, -85.241792 31.56708, -85.241709 31.567101, -85.241625 31.567116, -85.241198 31.567157, -85.24034399999999 31.567208, -85.2402 31.567211)",residential,,164.856,Crawford Street,False,7713869,,,
276,325,0,,,"LINESTRING (-85.241928 31.567061, -85.24192499999999 31.566952, -85.241941 31.566368, -85.24195899999999 31.566002, -85.24196999999999 31.565585, -85.241978 31.565271, -85.242023 31.564908, -85.242054 31.564544, -85.242091 31.564248)",residential,,313.385,Clark Street,False,7716593,,,
277,62,0,,,"LINESTRING (-85.242634 31.567122, -85.243332 31.567158, -85.24372200000001 31.567194)",residential,,103.41499999999999,Crawford Street,False,7713869,,,
277,276,0,,,"LINESTRING (-85.242634 31.567122, -85.2423 31.567099, -85.241928 31.567061)",residential,,67.243,Crawford Street,False,7713869,,,
277,237,0,,,"LINESTRING (-85.242634 31.567122, -85.242643 31.566935, -85.242709 31.56613, -85.242751 31.565765, -85.242751 31.565399, -85.242741 31.565032, -85.24273100000001 31.564917)",residential,,245.661,Hall Street,False,7714458,,,
278,27,0,,,"LINESTRING (-85.261177 31.558334, -85.261229 31.558473, -85.261343 31.55875, -85.261413 31.558887, -85.26151299999999 31.559007, -85.261578 31.559058, -85.26165 31.5591, -85.26172800000001 31.559132, -85.26213199999999 31.559254, -85.262371 31.559332, -85.26262699999999 31.559381, -85.262649 31.559265, -85.262705 31.558381, -85.262732 31.558089, -85.26272899999999 31.557943, -85.26270100000001 31.557875, -85.26267300000001 31.557826)",residential,,370.789,"['Crimson Drive', 'Oak Drive']",False,"[7713158, 7713870]",,,
278,27,1,,,"LINESTRING (-85.261177 31.558334, -85.26138 31.558263, -85.26202000000001 31.558059, -85.26258 31.557869, -85.26267300000001 31.557826)",residential,,152.673,Park Drive,False,7714859,,,
278,25,0,,,"LINESTRING (-85.261177 31.558334, -85.261061 31.55837, -85.260903 31.558425, -85.26074300000001 31.558475, -85.260578 31.55852, -85.260411 31.558551, -85.26024200000001 31.558571, -85.26007300000001 31.558574, -85.259818 31.558557, -85.25952700000001 31.558497)",residential,,161.40999999999997,Park Drive,False,7714859,,,
279,280,0,,,"LINESTRING (-85.248661 31.567258, -85.24862 31.568007, -85.248588 31.56821)",residential,,106.15100000000001,Elm Street,False,7713976,,,
279,77,0,,,"LINESTRING (-85.248661 31.567258, -85.24870300000001 31.56635, -85.24870300000001 31.566275, -85.24871400000001 31.566137)",residential,,124.764,Elm Street,False,7713976,,,
279,214,0,,,"LINESTRING (-85.248661 31.567258, -85.248778 31.567266, -85.248859 31.567276, -85.24978299999999 31.567334, -85.250314 31.567368, -85.250449 31.56738)",residential,,169.96,E College,False,7715347,,,
280,279,0,,,"LINESTRING (-85.248588 31.56821, -85.24862 31.568007, -85.248661 31.567258)",residential,,106.15100000000001,Elm Street,False,7713976,,,
280,67,0,,,"LINESTRING (-85.248588 31.56821, -85.249104 31.568576, -85.249252 31.568681, -85.24940100000001 31.568793)",secondary,,100.68,Columbia Road,False,7716771,AL 95,,
280,243,0,,,"LINESTRING (-85.248588 31.56821, -85.248304 31.567998, -85.24815099999999 31.567866)",secondary,,56.400999999999996,Columbia Road,False,7716771,AL 95,,
281,284,0,,,,residential,,26.625,Westpoint Cutoff,False,7714578,,,
281,222,0,,,"LINESTRING (-85.283225 31.554576, -85.28341 31.554636, -85.28348200000001 31.554655, -85.28356100000001 31.554667, -85.283732 31.554686, -85.28483900000001 31.554768, -85.28543500000001 31.55481, -85.28584600000001 31.554842, -85.285944 31.55485, -85.287643 31.554969, -85.28797900000001 31.555003, -85.288146 31.555028, -85.2883784 31.5550743, -85.288631 31.555153)",residential,,517.9849999999999,Westpoint Cutoff,False,7714578,,,
281,121,0,,,"LINESTRING (-85.283225 31.554576, -85.283344 31.554293, -85.283509 31.553878, -85.28453399999999 31.551385, -85.284638 31.551124)",trunk,2,406.53100000000006,,True,136667270,US 431,,
282,283,0,,,,secondary,,26.788,,False,7714648,SR 27,,
282,120,0,,,,secondary,,29.648,,False,7714648,SR 27,,
282,123,0,,,"LINESTRING (-85.284762 31.550829, -85.28484400000001 31.550627, -85.28494000000001 31.550412)",trunk,2,49.346000000000004,,True,136667270,US 431,,
283,148,0,,,,secondary,,23.711,,False,7714648,SR 27,,
283,282,0,,,,secondary,,26.788,,False,7714648,SR 27,,
283,118,0,,,"LINESTRING (-85.28448 31.550812, -85.284386 31.551044, -85.284311 31.551215)",trunk,2,47.591,,True,137554174,US 431,,
284,281,0,,,,residential,,26.625,Westpoint Cutoff,False,7714578,,,
284,234,0,,,"LINESTRING (-85.282961 31.554494, -85.28273799999999 31.555051, -85.28258099999999 31.555468, -85.282358 31.556099, -85.282292 31.556292, -85.282213 31.556521, -85.281947 31.557368, -85.28182700000001 31.557795, -85.281713 31.558221, -85.28155 31.558864, -85.28136499999999 31.559727, -85.281284 31.560159, -85.281137 31.561028, -85.281071 31.561464, -85.281018 31.561902, -85.28097099999999 31.562339, -85.2809424 31.5626443, -85.28093 31.562777, -85.280897 31.563216, -85.280873 31.563657, -85.280818 31.564977, -85.28070200000001 31.568113, -85.2806382 31.5697634, -85.28062799999999 31.570028, -85.280579 31.571343, -85.280524 31.572657, -85.280512 31.573095, -85.280452 31.574604)",trunk,2,2259.594,,True,137554174,US 431,,
285,286,0,,,"LINESTRING (-85.247426 31.560834, -85.247401 31.560971, -85.247378 31.561041, -85.24735699999999 31.561186, -85.24737 31.561332, -85.247409 31.561474, -85.247469 31.561611, -85.247508 31.561674, -85.247561 31.561731, -85.247647 31.561791)",residential,,115.04,Racetrack Road,False,7714171,,,
285,310,0,,,"LINESTRING (-85.247426 31.560834, -85.247542 31.560789, -85.247618 31.560754, -85.247764 31.560679)",residential,,36.414,Ash Drive,False,7714548,,,
285,309,0,,,"LINESTRING (-85.247426 31.560834, -85.24729600000001 31.560858, -85.247209 31.560868, -85.247187 31.560868, -85.24670999999999 31.560877)",residential,,68.211,Ash Drive,False,7714548,,,
286,287,0,,,"LINESTRING (-85.247647 31.561791, -85.24774499999999 31.561825, -85.247828 31.561848, -85.247986 31.561904, -85.248147 31.561946, -85.248243 31.561964)",residential,,59.77300000000001,Racetrack Road,False,7714171,,,
286,285,0,,,"LINESTRING (-85.247647 31.561791, -85.247561 31.561731, -85.247508 31.561674, -85.247469 31.561611, -85.247409 31.561474, -85.24737 31.561332, -85.24735699999999 31.561186, -85.247378 31.561041, -85.247401 31.560971, -85.247426 31.560834)",residential,,115.03999999999999,Racetrack Road,False,7714171,,,
286,288,0,,,"LINESTRING (-85.247647 31.561791, -85.24763 31.561867, -85.247576 31.562453, -85.24756600000001 31.562527)",residential,,82.247,Racetrack Road,False,7714174,,,
287,130,0,,,"LINESTRING (-85.248243 31.561964, -85.24840399999999 31.561965, -85.24866299999999 31.561977, -85.248749 31.561975)",residential,,47.982,Racetrack Road,False,7714171,,,
287,286,0,,,"LINESTRING (-85.248243 31.561964, -85.248147 31.561946, -85.247986 31.561904, -85.247828 31.561848, -85.24774499999999 31.561825, -85.247647 31.561791)",residential,,59.772999999999996,Racetrack Road,False,7714171,,,
287,203,0,,,"LINESTRING (-85.248243 31.561964, -85.24823000000001 31.562099, -85.248217 31.562319, -85.248115 31.563355)",residential,,155.159,Racetrack Road,False,7714173,,,
288,286,0,,,"LINESTRING (-85.24756600000001 31.562527, -85.247576 31.562453, -85.24763 31.561867, -85.247647 31.561791)",residential,,82.247,Racetrack Road,False,7714174,,,
289,290,0,,,"LINESTRING (-85.255664 31.535392, -85.25560400000001 31.535485, -85.254718 31.536713, -85.254304 31.537288, -85.253266 31.538736, -85.252105 31.540354, -85.25182100000001 31.540808, -85.25159499999999 31.541285, -85.251436 31.54178, -85.251332 31.542288, -85.25129800000001 31.5428, -85.251289 31.543016, -85.251279 31.543503)",tertiary,,1010.7240000000002,Henry County 99,False,7714212,,,
289,337,0,,,"LINESTRING (-85.255664 31.535392, -85.256041 31.535497, -85.256293 31.535548, -85.25687000000001 31.535686, -85.257459 31.535786, -85.258055 31.53573, -85.258178 31.535682)",residential,,245.498,Henry County 107,False,7716383,,,
290,99,0,,,"LINESTRING (-85.251279 31.543503, -85.251283 31.543649, -85.251249 31.545308, -85.251242 31.545635, -85.251249 31.546003, -85.251268 31.54637, -85.251304 31.546737, -85.25136500000001 31.547101, -85.25144400000001 31.547462, -85.251538 31.54782, -85.251852 31.548887, -85.252099 31.549743, -85.252155 31.54992)",tertiary,,723.0640000000001,Henry County 99,False,7714212,,,
290,289,0,,,"LINESTRING (-85.251279 31.543503, -85.251289 31.543016, -85.25129800000001 31.5428, -85.251332 31.542288, -85.251436 31.54178, -85.25159499999999 31.541285, -85.25182100000001 31.540808, -85.252105 31.540354, -85.253266 31.538736, -85.254304 31.537288, -85.254718 31.536713, -85.25560400000001 31.535485, -85.255664 31.535392)",tertiary,,1010.724,Henry County 99,False,7714212,,,
290,315,0,,,"LINESTRING (-85.251279 31.543503, -85.251121 31.543508, -85.25078000000001 31.543508, -85.250631 31.5435, -85.250354 31.543486, -85.250197 31.543423, -85.250078 31.543316, -85.250004 31.543181, -85.249996 31.543032, -85.250024 31.542886, -85.25019399999999 31.542167, -85.25028500000001 31.541811, -85.25030700000001 31.541665, -85.250302 31.54152, -85.25029000000001 31.541446, -85.250271 31.541375, -85.250207 31.541231)",residential,,358.279,Rian Tree Place,False,7714741,,,
291,168,0,,,"LINESTRING (-85.252354 31.55063, -85.25239500000001 31.550803, -85.252621 31.551589, -85.252703 31.551947, -85.25277 31.552309, -85.2529054 31.5532152, -85.25293499999999 31.55342)",tertiary,,315.44199999999995,Henry County 99,False,7714212,,,
291,99,0,,,"LINESTRING (-85.252354 31.55063, -85.252268 31.550314, -85.252155 31.54992)",tertiary,,81.17,Henry County 99,False,7714212,,,
291,298,0,,,"LINESTRING (-85.252354 31.55063, -85.25176999999999 31.550621, -85.25091399999999 31.550594, -85.250315 31.550568, -85.250207 31.550556)",residential,,203.67000000000002,Marcar Drive,False,7714434,,,
292,293,0,,,"LINESTRING (-85.25334100000001 31.558099, -85.253342 31.558288, -85.25336 31.558657, -85.25337 31.558875, -85.253407 31.559976, -85.253393 31.560124)",tertiary,,225.327,Henry County 99,False,7714212,,,
292,177,0,,,"LINESTRING (-85.25334100000001 31.558099, -85.253338 31.557781, -85.253325 31.557564)",tertiary,,59.522,Henry County 99,False,7714212,,,
292,2,0,,,"LINESTRING (-85.25334100000001 31.558099, -85.25319500000001 31.55808, -85.253066 31.558056)",residential,,26.505,Vickery Drive,False,7716444,,,
293,349,0,,,,residential,,20.48,Ozark Road,False,7716719,,,
293,210,0,,,"LINESTRING (-85.253393 31.560124, -85.253366 31.560344, -85.253384 31.560465)",tertiary,,38.158,Henry County 99,False,7714212,,,
293,292,0,,,"LINESTRING (-85.253393 31.560124, -85.253407 31.559976, -85.25337 31.558875, -85.25336 31.558657, -85.253342 31.558288, -85.25334100000001 31.558099)",tertiary,,225.327,Henry County 99,False,7714212,,,
294,272,0,,,"LINESTRING (-85.245386 31.561057, -85.24534 31.560956, -85.245204 31.560531, -85.245099 31.560173, -85.245074 31.560025, -85.245054 31.559805, -85.24508400000001 31.559182)",residential,,212.557,Snead Drive,False,7714347,,,
294,308,0,,,"LINESTRING (-85.245386 31.561057, -85.245941 31.5609, -85.246025 31.560883, -85.24619199999999 31.560871, -85.24632800000001 31.560868)",residential,,92.356,Ash Drive,False,7714548,,,
294,307,0,,,"LINESTRING (-85.245386 31.561057, -85.24431 31.561349, -85.24397999999999 31.56144)",residential,,139.857,Ash Drive,False,7714548,,,
295,244,0,,,"LINESTRING (-85.245633 31.568904, -85.24562 31.568979, -85.24557900000001 31.569927, -85.245548 31.570368, -85.245555 31.570442, -85.245575 31.570516, -85.24561199999999 31.570584, -85.24567 31.570641, -85.24574699999999 31.570679, -85.245831 31.570702, -85.24592 31.570711, -85.246092 31.570715, -85.24651900000001 31.570738, -85.247378 31.570771, -85.247888 31.570804, -85.24800399999999 31.570806)",residential,,419.484,East Williams Street,False,7714348,,,
296,216,0,,,"LINESTRING (-85.249441 31.570874, -85.249529 31.570883, -85.25012700000001 31.570902, -85.250264 31.570896)",residential,,78.085,East Williams Street,False,7714348,,,
296,244,0,,,"LINESTRING (-85.249441 31.570874, -85.24927 31.570861, -85.248929 31.570853, -85.24816 31.570822, -85.24800399999999 31.570806)",residential,,136.403,East Williams Street,False,7714348,,,
296,249,0,,,"LINESTRING (-85.249441 31.570874, -85.249441 31.571026, -85.249421 31.571556)",secondary,,75.866,Doswell Street,False,7714560,AL 95,,
296,242,0,,,"LINESTRING (-85.249441 31.570874, -85.249456 31.570439, -85.249477 31.570073, -85.249495 31.569632, -85.24950800000001 31.569459)",secondary,,157.48000000000002,Doswell Street,False,7714560,AL 95,,
297,226,0,,,"LINESTRING (-85.236177 31.562347, -85.236155 31.56273, -85.236148 31.562861, -85.236138 31.56323, -85.236121 31.563623)",residential,,141.99200000000002,"['South Hamilton Street', 'Hamilton Street']",False,"[7716008, 7714390]",,,
298,291,0,,,"LINESTRING (-85.250207 31.550556, -85.250315 31.550568, -85.25091399999999 31.550594, -85.25176999999999 31.550621, -85.252354 31.55063)",residential,,203.67000000000002,Marcar Drive,False,7714434,,,
298,333,0,,,"LINESTRING (-85.250207 31.550556, -85.250173 31.551189, -85.25013 31.551921, -85.250095 31.552658, -85.250057 31.553319)",residential,,307.563,Carter Ridge Drive,False,7716135,,,
298,267,0,,,"LINESTRING (-85.250207 31.550556, -85.250173 31.550489, -85.250131 31.550346, -85.250069 31.550056, -85.25004 31.54999, -85.25001 31.549967, -85.249976 31.549941, -85.249895 31.549913, -85.249734 31.549865, -85.249657 31.549827, -85.249591 31.549778, -85.249573 31.549706, -85.24956 31.549629)",residential,,131.283,"['Carter Ridge Road', 'Carter Ridge Drive']",False,"[7713424, 7716135]",,,
299,237,0,,,"LINESTRING (-85.24284299999999 31.564301, -85.242801 31.564412, -85.242732 31.564698, -85.24272000000001 31.564771, -85.24273100000001 31.564917)",residential,,69.899,Hall Street,False,7714458,,,
299,194,0,,,"LINESTRING (-85.24284299999999 31.564301, -85.242952 31.564313, -85.24307899999999 31.564316, -85.243212 31.56432, -85.243985 31.564353, -85.244128 31.564369)",residential,,122.053,"['East Street', 'Hall Street']",False,"[7715552, 7714460]",,,
299,300,0,,,"LINESTRING (-85.24284299999999 31.564301, -85.242715 31.564257, -85.24256200000001 31.564226)",residential,,27.977,East Street,False,7715551,,,
300,230,0,,,"LINESTRING (-85.24256200000001 31.564226, -85.24256699999999 31.563978, -85.242569 31.563954, -85.242588 31.563671)",residential,,61.775,Hall Street,False,7714462,,,
300,299,0,,,"LINESTRING (-85.24256200000001 31.564226, -85.242715 31.564257, -85.24284299999999 31.564301)",residential,,27.977,East Street,False,7715551,,,
300,325,0,,,"LINESTRING (-85.24256200000001 31.564226, -85.242462 31.564214, -85.24229 31.564206, -85.24220099999999 31.56422, -85.242091 31.564248)",residential,,45.339999999999996,East Street,False,7715551,,,
301,302,0,,,"LINESTRING (-85.255633 31.573052, -85.255599 31.573775, -85.25561 31.573921, -85.25564 31.574063, -85.25568199999999 31.574188)",residential,,127.22800000000001,Lightfoot Road,False,7714466,,,
301,250,0,,,"LINESTRING (-85.255633 31.573052, -85.25564799999999 31.572679, -85.25569299999999 31.572101, -85.25569400000001 31.572027, -85.255717 31.571885)",residential,,130.08,Lightfoot Road,False,7714466,,,
301,207,0,,,"LINESTRING (-85.255633 31.573052, -85.256246 31.573156, -85.257419 31.573368, -85.257509 31.573379, -85.25767500000001 31.573409)",residential,,197.499,Gordon Drive,False,7716760,,,
302,303,0,,,"LINESTRING (-85.25568199999999 31.574188, -85.255782 31.574488, -85.25591 31.574838, -85.25617 31.575458, -85.256182 31.575498, -85.256208 31.575539, -85.256238 31.575545)",residential,,161.34300000000002,Lightfoot Road,False,7714466,,,
302,301,0,,,"LINESTRING (-85.25568199999999 31.574188, -85.25564 31.574063, -85.25561 31.573921, -85.255599 31.573775, -85.255633 31.573052)",residential,,127.22800000000001,Lightfoot Road,False,7714466,,,
302,208,0,,,"LINESTRING (-85.25568199999999 31.574188, -85.256387 31.574314, -85.25680800000001 31.57438, -85.25706099999999 31.574412, -85.257234 31.574404, -85.2574 31.574363, -85.257616 31.574243, -85.25768100000001 31.574196, -85.257803 31.574097)",residential,,214.27700000000002,Alberta Drive,False,7716630,,,
303,302,0,,,"LINESTRING (-85.256238 31.575545, -85.256208 31.575539, -85.256182 31.575498, -85.25617 31.575458, -85.25591 31.574838, -85.255782 31.574488, -85.25568199999999 31.574188)",residential,,161.34300000000002,Lightfoot Road,False,7714466,,,
303,304,0,,,"LINESTRING (-85.256238 31.575545, -85.25627799999999 31.575667, -85.256315 31.575736, -85.256409 31.575987, -85.256428 31.576075, -85.256491 31.576162, -85.25655 31.576187, -85.256654 31.57615)",residential,,90.05100000000002,Lightfoot Road,False,7714467,,,
303,14,0,,,"LINESTRING (-85.256238 31.575545, -85.256281 31.575549, -85.256725 31.575535)",residential,,46.188,Marianna Drive,False,7715330,,,
304,303,0,,,"LINESTRING (-85.256654 31.57615, -85.25655 31.576187, -85.256491 31.576162, -85.256428 31.576075, -85.256409 31.575987, -85.256315 31.575736, -85.25627799999999 31.575667, -85.256238 31.575545)",residential,,90.05100000000002,Lightfoot Road,False,7714467,,,
305,306,0,,,,residential,,30.399,Ash Drive,False,7714543,,,
305,211,0,,,"LINESTRING (-85.251802 31.56128, -85.252735 31.561332, -85.252903 31.561367)",residential,,104.97399999999999,Ash Drive,False,7714548,,,
305,179,0,,,"LINESTRING (-85.251802 31.56128, -85.25041899999999 31.561217, -85.250334 31.561201, -85.250254 31.561165, -85.250148 31.561049, -85.250066 31.560921, -85.24996299999999 31.560807, -85.249831 31.560721, -85.249675 31.560665, -85.24959200000001 31.560648, -85.24950800000001 31.560636, -85.249332 31.560631)",residential,,261.22999999999996,Ash Drive,False,7714548,,,
306,305,0,,,,residential,,30.399,Ash Drive,False,7714543,,,
307,294,0,,,"LINESTRING (-85.24397999999999 31.56144, -85.24431 31.561349, -85.245386 31.561057)",residential,,139.857,Ash Drive,False,7714548,,,
307,201,0,,,"LINESTRING (-85.24397999999999 31.56144, -85.24414 31.561579, -85.245564 31.562945, -85.24564100000001 31.563012, -85.24568499999999 31.563051, -85.24584400000001 31.56317)",secondary,,261.304,Columbia Road,False,7716770,SR 95,,
307,326,0,,,"LINESTRING (-85.24397999999999 31.56144, -85.243897 31.561373, -85.243787 31.561261, -85.243499 31.560986)",secondary,,68.055,Columbia Road,False,7716770,SR 95,,
308,309,0,,,"LINESTRING (-85.24632800000001 31.560868, -85.246533 31.560866, -85.24670999999999 31.560877)",residential,,36.24,Ash Drive,False,7714548,,,
308,294,0,,,"LINESTRING (-85.24632800000001 31.560868, -85.24619199999999 31.560871, -85.246025 31.560883, -85.245941 31.5609, -85.245386 31.561057)",residential,,92.356,Ash Drive,False,7714548,,,
308,272,0,,,"LINESTRING (-85.24632800000001 31.560868, -85.246341 31.560333, -85.246365 31.559602, -85.246381 31.559312, -85.246368 31.55919, -85.246216 31.55918, -85.245187 31.559168, -85.24508400000001 31.559182)",residential,,308.555,"['La Pine Drive', 'Martin Drive']",False,"[7713672, 7715174]",,,
309,346,0,,,,residential,,98.572,Shady Drive,False,7716620,,,
309,285,0,,,"LINESTRING (-85.24670999999999 31.560877, -85.247187 31.560868, -85.247209 31.560868, -85.24729600000001 31.560858, -85.247426 31.560834)",residential,,68.211,Ash Drive,False,7714548,,,
309,308,0,,,"LINESTRING (-85.24670999999999 31.560877, -85.246533 31.560866, -85.24632800000001 31.560868)",residential,,36.24,Ash Drive,False,7714548,,,
310,179,0,,,"LINESTRING (-85.247764 31.560679, -85.24797700000001 31.560616, -85.248062 31.560608, -85.248659 31.560612, -85.249332 31.560631)",residential,,149.832,Ash Drive,False,7714548,,,
310,285,0,,,"LINESTRING (-85.247764 31.560679, -85.247618 31.560754, -85.247542 31.560789, -85.247426 31.560834)",residential,,36.414,Ash Drive,False,7714548,,,
310,316,0,,,"LINESTRING (-85.247764 31.560679, -85.247749 31.56056, -85.247748 31.560486, -85.24776799999999 31.560127, -85.247781 31.559901, -85.2478026 31.55934, -85.24783360000001 31.558579, -85.2478569 31.5579986, -85.247874 31.557549)",residential,,348.34,Weeping Willow Drive,False,7714799,,,
311,178,0,,,"LINESTRING (-85.25332299999999 31.564619, -85.25420200000001 31.564619, -85.25437599999999 31.564621)",residential,,99.767,Rock Hill Circle,False,7714619,,,
311,157,0,,,"LINESTRING (-85.25332299999999 31.564619, -85.25330200000001 31.564729, -85.253289 31.564886)",residential,,29.893,Pine Street,False,7715977,,,
311,322,0,,,"LINESTRING (-85.25332299999999 31.564619, -85.253343 31.564465, -85.253365 31.5641, -85.253365 31.563887)",residential,,81.554,Pine Street,False,7715977,,,
312,6,0,,,"LINESTRING (-85.25777600000001 31.566356, -85.257665 31.566343, -85.257419 31.56628, -85.25725300000001 31.566249, -85.257001 31.566201, -85.256851 31.566182)",residential,,89.88499999999999,Rock Hill Circle,False,7714619,,,
312,257,0,,,"LINESTRING (-85.25777600000001 31.566356, -85.25792199999999 31.56633, -85.257997 31.566291, -85.258054 31.566234, -85.258092 31.566165, -85.258112 31.566091, -85.25818099999999 31.565728, -85.25823200000001 31.565366, -85.258234 31.565242)",residential,,142.922,Rock Hill Circle,False,7714619,,,
312,313,0,,,"LINESTRING (-85.25777600000001 31.566356, -85.25769099999999 31.566552, -85.25758399999999 31.566753, -85.257474 31.566868, -85.257341 31.566962, -85.25726899999999 31.567004)",residential,,88.911,Rock Hill Circle,False,7714623,,,
313,312,0,,,"LINESTRING (-85.25726899999999 31.567004, -85.257341 31.566962, -85.257474 31.566868, -85.25758399999999 31.566753, -85.25769099999999 31.566552, -85.25777600000001 31.566356)",residential,,88.911,Rock Hill Circle,False,7714623,,,
314,134,0,,,"LINESTRING (-85.269035 31.554296, -85.269133 31.554252, -85.269211 31.554228, -85.269369 31.554172, -85.27000099999999 31.553941, -85.270236 31.553848, -85.270466 31.553751, -85.272094 31.553093, -85.27256199999999 31.552911, -85.27303499999999 31.552744, -85.273258 31.552682)",secondary,,438.817,,False,7714648,SR 27,,
314,181,0,,,"LINESTRING (-85.269035 31.554296, -85.26916300000001 31.554573, -85.26922500000001 31.554671, -85.26931999999999 31.554875, -85.269368 31.554988, -85.26946700000001 31.555199, -85.269498 31.555345, -85.269497 31.55542, -85.269485 31.555565, -85.269448 31.555802)",residential,,176.10500000000002,Christopher Drive,False,7716342,,,
314,105,0,,,"LINESTRING (-85.269035 31.554296, -85.268747 31.554399, -85.268264 31.554542, -85.267528 31.554742, -85.2663 31.555063, -85.265607 31.555246, -85.264584 31.55551, -85.263927 31.55568, -85.263514 31.555789)",secondary,,549.0039999999999,Ozark Road,False,7716716,SR 27,,
315,290,0,,,"LINESTRING (-85.250207 31.541231, -85.250271 31.541375, -85.25029000000001 31.541446, -85.250302 31.54152, -85.25030700000001 31.541665, -85.25028500000001 31.541811, -85.25019399999999 31.542167, -85.250024 31.542886, -85.249996 31.543032, -85.250004 31.543181, -85.250078 31.543316, -85.250197 31.543423, -85.250354 31.543486, -85.250631 31.5435, -85.25078000000001 31.543508, -85.251121 31.543508, -85.251279 31.543503)",residential,,358.279,Rian Tree Place,False,7714741,,,
315,315,0,,,"LINESTRING (-85.250207 31.541231, -85.25030700000001 31.541021, -85.250331 31.540951, -85.250336 31.540877, -85.25032299999999 31.540804, -85.250292 31.540735, -85.25017800000001 31.540627, -85.250023 31.54057, -85.249853 31.540577, -85.24969 31.540623, -85.249538 31.540689, -85.249432 31.5408, -85.24942799999999 31.540944, -85.24946799999999 31.541085, -85.249596 31.541179, -85.24975999999999 31.541212, -85.250105 31.541221, -85.250207 31.541231)",residential,,261.179,Rian Tree Place,False,7714743,,,
315,315,1,,,"LINESTRING (-85.250207 31.541231, -85.250105 31.541221, -85.24975999999999 31.541212, -85.249596 31.541179, -85.24946799999999 31.541085, -85.24942799999999 31.540944, -85.249432 31.5408, -85.249538 31.540689, -85.24969 31.540623, -85.249853 31.540577, -85.250023 31.54057, -85.25017800000001 31.540627, -85.250292 31.540735, -85.25032299999999 31.540804, -85.250336 31.540877, -85.250331 31.540951, -85.25030700000001 31.541021, -85.250207 31.541231)",residential,,261.179,Rian Tree Place,False,7714743,,,
